FCN,Offense,Analyst,Sufficiency,Anatomical source,AFIS system,AFIS Result,Verified by
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-01855,Investigation - Burglary/Theft Propr,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2018-01856,Burglary Building,Cassaundra,NRD,,,,
,,,NRD,,,,
FCN: 2018-01857,Investigation For Auto Theft,Starla,NV,,,,
,,,NV,,,,
FCN: 2018-01861,Murder,Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-01862,Robbery,Adam,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-01863,Burglary Building,DJ,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,DJ,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-01864,Robbery,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
FCN: 2018-01865,Aggravated Assault (Deadly Weapon),Rodney,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-01906,Aggravated Robbery (Deadly Weapon),Becky,NRD,,,,
,,,NRD,,,,
FCN: 2018-01909,Burglary Motor Vehicle (Contents/Not-Part),Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-01910,Burglary Building,DJ,NV,,,,
,,,NV,,,,
FCN: 2018-01911,Burglary Building,DJ,NV,,,,
,,,NV,,,,
FCN: 2018-01912,Burglary Building,DJ,NV,,,,
FCN: 2018-01913,Auto Theft (Auto/Car not Truck),Starla,AQ,FP,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-01914,Burglary Building,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-01921,Auto Theft (Auto/Car not Truck),Starla,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-01923,Burglary Building,DJ,NV,,,,
,,,NV,,,,
FCN: 2018-01925,Auto Theft (Auto/Car not Truck),Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-01926,Aggravated Kidnapping (FAMILY VIOLENCE),Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
,,DJ,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,,,,,
FCN: 2018-01928,Burglary Building,DJ,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-01929,Unlawful Possession Of Firearm By Felon,Starla,NV,,,,
FCN: 2018-01933,Burglary Building,Adam,NV,,,,
,,,NV,,,,
FCN: 2018-01978,Aggravated Assault (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02122,Auto Theft (Auto/Car not Truck),Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02123,All Other Offenses,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02124,Criminal Mischief (Hab) Explosives < $1500,DJ,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-02125,Burglary Habitation,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02126,Aggravated Robbery (Home Invasion),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-02127,Burglary Habitation,Maranda,NV,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
FCN: 2018-02128,Burglary Habitation,Maranda,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,AQ,IMP,,,
FCN: 2018-02133,Auto Theft (Auto/Car not Truck),DJ,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2018-02143,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02187,Burglary Building,David,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,JNT,MorphoTrack,No Hit,
,,David,,,,,
FCN: 2018-02202,Burglary Motor Vehicle (Contents/Not-Part),DJ,NV,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
FCN: 2018-02243,Capital Murder,Becky,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02253,Burglary Habitation,Maranda,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-02257,Burglary Habitation,Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
FCN: 2018-02259,Auto Theft (Truck/Van),DJ,NV,,,,
FCN: 2018-02279,Suicide,DJ,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02280,Murder,David,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02281,Auto Theft (Auto/Car not Truck),Gail,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
FCN: 2018-02282,Theft - All Other Items (Miscellaneous),Gail,NV,,,,
,,,NV,,,,
FCN: 2018-02313,Auto Theft (Auto/Car not Truck),DJ,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
FCN: 2018-02315,Sexual Assault (Other Penetration)(Child),David,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
FCN: 2018-02324,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
FCN: 2018-02325,Burglary Motor Vehicle (Part of Vehicle),DJ,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02326,Auto Theft (Auto/Car not Truck),DJ,NV,,,,
FCN: 2018-02330,Burglary Habitation,Brenda,NV,,,,
FCN: 2018-02331,Auto Theft (Truck/Van),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-02334,Burglary Building,DJ,NV,,,,
FCN: 2018-02380,Robbery,Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,AQ,IMP,NEC,No Hit,
,,,AQ,IMP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,Starla,AQ,PP,MorphoTrack,Reverse,
,,Starla,,,,,
FCN: 2018-02386,Burglary Habitation,Maranda,NV,,,,
,,,NV,,,,
FCN: 2018-02387,Theft - Shoplifting,Gail,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02389,Auto Theft (Truck/Van),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,Gail,,,,,
FCN: 2018-02393,Burglary Habitation,Brenda,NV,,,,
FCN: 2018-02394,Aggravated Robbery (Deadly Weapon),Starla,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NAQ,PP,,,
FCN: 2018-02396,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-02401,Robbery,Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02435,Auto Theft (Auto/Car not Truck),Gail,AQ,FP,MorphoTrack,PAA,
,,,,,Not Entered,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02438,Investigation For Auto Theft,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02443,Theft - From Motor Vehic (Accessory/Parts),David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-02446,Auto Theft (Truck/Van),Jeniffer,NV,,,,
,,,NV,,,,
FCN: 2018-02448,Burglary Building,DJ,NV,,,,
,,,NV,,,,
FCN: 2018-02449,Auto Theft (Auto/Car not Truck),Jeniffer,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02661,Burglary Habitation,Cassaundra,NV,,,,
FCN: 2018-02663,Robbery,Maranda,NV,,,,
FCN: 2018-02674,Burglary Motor Vehicle (Contents/Not-Part),Jeniffer,NV,,,,
FCN: 2018-02700,Burglary Building,DJ,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,,MorphoTrack,No Hit,
,,,AQ,,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,DJ,,,,,
FCN: 2018-02701,Auto Theft (Truck/Van),Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-02707,Burglary Building,Cassaundra,NV,,,,
FCN: 2018-02710,Burglary Habitation,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,Jeniffer,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,Starla,AQ,FP,,,
FCN: 2018-02740,Aggravated Sex Assault (Force Intercourse),Gail,NV,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,Stacie,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
FCN: 2018-02754,Burglary Building,Adam,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02763,Burglary Habitation,Maranda,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,NV,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NAQ,,,,
,,,NAQ,,,,
,,,NAQ,,,,
,,,NAQ,,,,
,,,NAQ,,,,
,,,NV,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,,,
,,,,,,,
,,,,,,,
FCN: 2018-02764,Burglary Habitation,David,NV,,,,
FCN: 2018-02779,Auto Theft (Auto/Car not Truck),Jeniffer,NV,,,,
FCN: 2018-02818,Auto Theft (Truck/Van),David,NV,,,,
FCN: 2018-02824,Burglary Habitation,David,AQ,FP,MorphoTrack,No Hit,
,,,,,Not Entered,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-02825,Auto Theft (Truck/Van),David,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-02832,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
FCN: 2018-02834,Burglary Habitation,David,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02844,Found Property-All Other,Becky,NV,,,,
,,,NRD,,,,
FCN: 2018-02847,Murder,Starla,NV,,,,
,,,NV,,,,
FCN: 2018-02873,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-02894,Burglary Habitation,David,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02897,Theft - Firearm,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-02898,Auto Theft (Auto/Car not Truck),Becky,NRD,,,,
,,,NRD,,,,
,,,NRD,,,,
FCN: 2018-02899,Aggravated Robbery (Deadly Weapon),Becky,NRD,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02921,Murder,DJ,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,DJ,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-02922,Auto Theft (Truck/Van),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-02923,Burglary Building,Cassaundra,NV,,,,
FCN: 2018-02947,Aggravated Robbery (Deadly Weapon),DJ,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03050,Aggravated Assault (Deadly Weapon),DJ,AQ,PP,MorphoTrack,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,DJ,,,,,
FCN: 2018-03059,Burglary Motor Vehicle (Contents/Not-Part),Becky,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-03062,Theft - From Motor Vehic (Accessory/Parts),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03085,Burglary Building,Maranda,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03091,Auto Theft (Truck/Van),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03092,Aggravated Robbery (Deadly Weapon),Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
FCN: 2018-03094,Auto Theft (Truck/Van),Becky,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
FCN: 2018-03097,Aggravated Robbery (Deadly Weapon),Adam,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
FCN: 2018-03108,Burglary,Adam,NV,,,,
FCN: 2018-03109,Burglary Habitation,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03124,Burglary Motor Vehicle (Part of Vehicle),Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,PAA,
,,,NRD,,,,
FCN: 2018-03161,Burglary Motor Vehicle (Contents/Not-Part),Brenda,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-03162,Aggravated Robbery (Deadly Weapon),Adam,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
FCN: 2018-03214,Burglary Building,Adam,NV,,,,
FCN: 2018-03215,Burglary Building,Adam,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-03216,Aggravated Robbery (Deadly Weapon),Adam,NV,,,,
FCN: 2018-03217,Theft - All Other Items (Miscellaneous),Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-03218,Aggravated Robbery (Deadly Weapon),Brenda,NV,,,,
FCN: 2018-03240,Aggravated Robbery (Deadly Weapon),DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,,
,,,,,NEC,PAA,
,,,,,NGI,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
FCN: 2018-03278,Burglary Motor Vehicle (Contents/Not-Part),Brenda,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,IMP,MorphoTrack,No Hit,
